order_id,customer_id,product_id,product_name,quantity,price,revenue,order_date
880,2435,12,Annibale Colombo Sofa,4,2499.99,9999.96,2025-12-27
881,1658,30,Kiwi,4,2.49,9.96,2025-11-27
882,1615,15,Wooden Bathroom Sink With Mirror,1,799.99,799.99,2026-01-02
883,4731,30,Kiwi,4,2.49,9.96,2025-06-16
884,2157,25,Green Bell Pepper,3,1.29,3.87,2025-07-08
885,2695,20,Cooking Oil,2,4.99,9.98,2025-05-25
886,3252,5,Red Nail Polish,4,8.99,35.96,2025-12-15
887,3483,15,Wooden Bathroom Sink With Mirror,5,799.99,3999.95,2025-11-18
888,1336,26,Green Chili Pepper,3,0.99,2.9699999999999998,2026-04-12
889,4770,1,Essence Mascara Lash Princess,3,9.99,29.97,2026-05-18
890,4878,7,Chanel Coco Noir Eau De,2,129.99,259.98,2026-03-27
891,4754,11,Annibale Colombo Bed,1,1899.99,1899.99,2025-10-01
892,3663,24,Fish Steak,1,14.99,14.99,2025-08-25
893,4013,17,Beef Steak,1,12.99,12.99,2026-02-15
894,4417,10,Gucci Bloom Eau de,1,79.99,79.99,2025-08-25
895,3475,29,Juice,1,3.99,3.99,2025-12-27
896,4289,22,Dog Food,1,10.99,10.99,2025-09-02
897,3197,29,Juice,2,3.99,7.98,2025-07-06
898,2112,5,Red Nail Polish,1,8.99,8.99,2025-07-21
899,2302,11,Annibale Colombo Bed,2,1899.99,3799.98,2025-08-15
900,2094,9,Dolce Shine Eau de,4,69.99,279.96,2025-07-28
901,2849,23,Eggs,5,2.99,14.950000000000001,2026-04-13
902,3330,20,Cooking Oil,5,4.99,24.950000000000003,2025-10-03
903,4900,24,Fish Steak,1,14.99,14.99,2025-08-14
904,3402,19,Chicken Meat,4,9.99,39.96,2025-11-17
905,2074,20,Cooking Oil,5,4.99,24.950000000000003,2026-01-09
906,4658,11,Annibale Colombo Bed,5,1899.99,9499.95,2025-10-11
907,1477,26,Green Chili Pepper,3,0.99,2.9699999999999998,2026-01-31
908,3130,6,Calvin Klein CK One,5,49.99,249.95000000000002,2025-11-20
909,2586,1,Essence Mascara Lash Princess,4,9.99,39.96,2025-08-12
910,4818,21,Cucumber,1,1.49,1.49,2025-11-26
911,2818,15,Wooden Bathroom Sink With Mirror,3,799.99,2399.9700000000003,2025-08-11
912,4731,11,Annibale Colombo Bed,4,1899.99,7599.96,2025-10-31
913,3550,27,Honey Jar,1,6.99,6.99,2025-12-09
914,3290,11,Annibale Colombo Bed,3,1899.99,5699.97,2025-11-18
915,4536,27,Honey Jar,3,6.99,20.97,2025-07-13
916,1962,24,Fish Steak,4,14.99,59.96,2025-09-23
917,2865,9,Dolce Shine Eau de,5,69.99,349.95,2026-04-05
918,3621,22,Dog Food,3,10.99,32.97,2026-03-21
919,2638,10,Gucci Bloom Eau de,2,79.99,159.98,2025-07-03
920,4777,4,Red Lipstick,4,12.99,51.96,2025-07-16
921,1629,18,Cat Food,5,8.99,44.95,2025-11-25
922,4025,23,Eggs,3,2.99,8.97,2026-03-15
923,4396,22,Dog Food,3,10.99,32.97,2025-08-18
924,4410,22,Dog Food,3,10.99,32.97,2025-09-25
925,2799,30,Kiwi,4,2.49,9.96,2025-08-19
926,2458,28,Ice Cream,1,5.49,5.49,2025-06-08
927,2357,19,Chicken Meat,4,9.99,39.96,2026-02-02
928,3577,14,Knoll Saarinen Executive Conference Chair,4,499.99,1999.96,2025-11-27
929,1639,8,Dior J'adore,4,89.99,359.96,2025-11-09
930,1084,8,Dior J'adore,3,89.99,269.96999999999997,2025-07-07
931,1087,30,Kiwi,3,2.49,7.470000000000001,2025-08-30
932,4230,28,Ice Cream,5,5.49,27.450000000000003,2026-05-03
933,4058,8,Dior J'adore,3,89.99,269.96999999999997,2026-01-29
934,1640,24,Fish Steak,5,14.99,74.95,2026-02-11
935,2924,17,Beef Steak,2,12.99,25.98,2026-01-17
936,1631,24,Fish Steak,5,14.99,74.95,2026-03-29
937,1005,13,Bedside Table African Cherry,2,299.99,599.98,2025-10-09
938,2742,12,Annibale Colombo Sofa,4,2499.99,9999.96,2026-05-16
939,1859,11,Annibale Colombo Bed,5,1899.99,9499.95,2025-12-26
940,3115,6,Calvin Klein CK One,1,49.99,49.99,2025-05-26
941,1529,8,Dior J'adore,2,89.99,179.98,2026-01-31
942,3463,25,Green Bell Pepper,5,1.29,6.45,2026-04-09
943,4664,14,Knoll Saarinen Executive Conference Chair,1,499.99,499.99,2026-03-05
944,2632,5,Red Nail Polish,4,8.99,35.96,2025-08-17
945,1835,11,Annibale Colombo Bed,2,1899.99,3799.98,2025-09-13
946,1703,25,Green Bell Pepper,3,1.29,3.87,2026-03-07
947,4393,18,Cat Food,1,8.99,8.99,2025-10-08
948,3594,4,Red Lipstick,1,12.99,12.99,2025-10-17
949,1683,15,Wooden Bathroom Sink With Mirror,2,799.99,1599.98,2025-10-13
950,1730,10,Gucci Bloom Eau de,4,79.99,319.96,2025-11-13
951,2464,8,Dior J'adore,2,89.99,179.98,2026-04-13
952,1745,26,Green Chili Pepper,1,0.99,0.99,2025-07-26
953,2127,21,Cucumber,4,1.49,5.96,2025-10-10
954,2557,8,Dior J'adore,4,89.99,359.96,2025-11-22
955,1976,13,Bedside Table African Cherry,2,299.99,599.98,2026-03-25
956,2561,18,Cat Food,4,8.99,35.96,2026-02-14
957,1441,4,Red Lipstick,2,12.99,25.98,2025-12-16
958,3553,6,Calvin Klein CK One,2,49.99,99.98,2025-08-05
959,1314,24,Fish Steak,5,14.99,74.95,2025-05-29
960,2391,17,Beef Steak,2,12.99,25.98,2025-07-29
961,1838,20,Cooking Oil,4,4.99,19.96,2026-02-21
962,1373,11,Annibale Colombo Bed,4,1899.99,7599.96,2025-08-04
963,1406,14,Knoll Saarinen Executive Conference Chair,3,499.99,1499.97,2025-08-11
964,1264,18,Cat Food,4,8.99,35.96,2025-06-10
965,4656,17,Beef Steak,3,12.99,38.97,2025-10-29
966,1798,16,Apple,3,1.99,5.97,2026-03-03
967,1386,13,Bedside Table African Cherry,4,299.99,1199.96,2026-05-25
968,1728,2,Eyeshadow Palette with Mirror,1,19.99,19.99,2026-04-01
969,3240,6,Calvin Klein CK One,4,49.99,199.96,2025-10-01
970,1510,30,Kiwi,1,2.49,2.49,2026-02-04
971,1035,26,Green Chili Pepper,4,0.99,3.96,2025-09-19
972,4875,20,Cooking Oil,1,4.99,4.99,2026-05-17
973,1191,24,Fish Steak,1,14.99,14.99,2025-06-13
974,3213,7,Chanel Coco Noir Eau De,4,129.99,519.96,2026-02-06
975,4863,12,Annibale Colombo Sofa,4,2499.99,9999.96,2025-11-29
976,4162,21,Cucumber,1,1.49,1.49,2025-05-28
977,4139,21,Cucumber,1,1.49,1.49,2026-01-22
978,1924,30,Kiwi,4,2.49,9.96,2025-11-28
979,2379,30,Kiwi,4,2.49,9.96,2026-01-03
980,3880,12,Annibale Colombo Sofa,2,2499.99,4999.98,2026-02-23
981,4780,28,Ice Cream,1,5.49,5.49,2025-11-28
982,2325,17,Beef Steak,3,12.99,38.97,2026-01-09
983,2505,1,Essence Mascara Lash Princess,2,9.99,19.98,2026-03-01
984,3568,29,Juice,2,3.99,7.98,2026-05-01
985,1583,8,Dior J'adore,2,89.99,179.98,2026-02-26
986,3348,12,Annibale Colombo Sofa,4,2499.99,9999.96,2025-08-19
987,1450,26,Green Chili Pepper,5,0.99,4.95,2025-06-23
988,3817,24,Fish Steak,5,14.99,74.95,2026-05-05
989,4838,29,Juice,4,3.99,15.96,2025-09-28
990,3451,18,Cat Food,2,8.99,17.98,2025-08-28
991,3273,17,Beef Steak,3,12.99,38.97,2025-09-06
992,4454,13,Bedside Table African Cherry,5,299.99,1499.95,2025-06-17
993,2439,26,Green Chili Pepper,1,0.99,0.99,2026-04-20
994,3275,27,Honey Jar,3,6.99,20.97,2026-03-16
995,2683,26,Green Chili Pepper,5,0.99,4.95,2026-01-08
996,1497,9,Dolce Shine Eau de,3,69.99,209.96999999999997,2025-10-09
997,1479,19,Chicken Meat,3,9.99,29.97,2025-10-02
998,3503,9,Dolce Shine Eau de,1,69.99,69.99,2025-11-17
999,4074,3,Powder Canister,2,14.99,29.98,2026-03-28
1000,4964,25,Green Bell Pepper,3,1.29,3.87,2026-02-15
1001,3392,22,Dog Food,4,10.99,43.96,2026-02-12
1002,4770,25,Green Bell Pepper,2,1.29,2.58,2025-09-08
1003,4532,1,Essence Mascara Lash Princess,2,9.99,19.98,2025-09-13
1004,1457,1,Essence Mascara Lash Princess,5,9.99,49.95,2026-01-24
1005,2711,30,Kiwi,3,2.49,7.470000000000001,2025-11-04
1006,3058,13,Bedside Table African Cherry,1,299.99,299.99,2025-05-31
1007,1849,8,Dior J'adore,2,89.99,179.98,2025-06-18
1008,4421,10,Gucci Bloom Eau de,3,79.99,239.96999999999997,2026-04-23
1009,1851,4,Red Lipstick,1,12.99,12.99,2026-04-07
1010,3030,28,Ice Cream,1,5.49,5.49,2025-07-14
1011,3201,3,Powder Canister,5,14.99,74.95,2026-03-19
1012,1800,30,Kiwi,3,2.49,7.470000000000001,2025-06-26
1013,4941,20,Cooking Oil,4,4.99,19.96,2025-07-25
1014,1034,24,Fish Steak,5,14.99,74.95,2026-02-18
1015,2322,1,Essence Mascara Lash Princess,2,9.99,19.98,2026-05-14
1016,2043,28,Ice Cream,5,5.49,27.450000000000003,2025-06-25
1017,2262,2,Eyeshadow Palette with Mirror,3,19.99,59.97,2025-08-04
1018,4143,9,Dolce Shine Eau de,1,69.99,69.99,2026-02-13
1019,2580,5,Red Nail Polish,3,8.99,26.97,2025-06-02
1020,3355,18,Cat Food,4,8.99,35.96,2026-01-31
1021,1610,12,Annibale Colombo Sofa,2,2499.99,4999.98,2026-02-06
1022,4501,16,Apple,4,1.99,7.96,2025-07-15
1023,1493,21,Cucumber,3,1.49,4.47,2025-06-19
1024,4784,10,Gucci Bloom Eau de,5,79.99,399.95,2025-12-18
1025,3354,21,Cucumber,1,1.49,1.49,2025-10-04
1026,4963,9,Dolce Shine Eau de,3,69.99,209.96999999999997,2026-04-05
1027,2457,16,Apple,1,1.99,1.99,2025-07-15
1028,2181,18,Cat Food,2,8.99,17.98,2026-03-15
1029,2654,7,Chanel Coco Noir Eau De,3,129.99,389.97,2026-01-26
1030,1560,11,Annibale Colombo Bed,5,1899.99,9499.95,2026-02-24
1031,3913,13,Bedside Table African Cherry,3,299.99,899.97,2025-06-15
1032,1178,8,Dior J'adore,1,89.99,89.99,2025-10-24
1033,1194,11,Annibale Colombo Bed,2,1899.99,3799.98,2026-01-03
1034,1970,16,Apple,5,1.99,9.95,2025-07-03
1035,4142,10,Gucci Bloom Eau de,5,79.99,399.95,2025-09-27
1036,1942,11,Annibale Colombo Bed,1,1899.99,1899.99,2025-10-13
1037,3664,10,Gucci Bloom Eau de,4,79.99,319.96,2025-10-16
1038,2926,5,Red Nail Polish,5,8.99,44.95,2025-07-22
1039,3634,11,Annibale Colombo Bed,5,1899.99,9499.95,2025-06-20
1040,2800,5,Red Nail Polish,2,8.99,17.98,2025-06-29
1041,3268,22,Dog Food,2,10.99,21.98,2025-07-21
1042,3862,1,Essence Mascara Lash Princess,4,9.99,39.96,2025-11-23
1043,3853,21,Cucumber,1,1.49,1.49,2025-07-01
1044,3173,9,Dolce Shine Eau de,1,69.99,69.99,2025-10-23
1045,1887,2,Eyeshadow Palette with Mirror,4,19.99,79.96,2026-02-21
1046,2509,26,Green Chili Pepper,1,0.99,0.99,2025-11-25
1047,3869,5,Red Nail Polish,5,8.99,44.95,2025-08-09
1048,4700,16,Apple,1,1.99,1.99,2025-12-30
1049,4412,17,Beef Steak,4,12.99,51.96,2025-09-29
1050,2801,20,Cooking Oil,2,4.99,9.98,2025-10-17
1051,1983,25,Green Bell Pepper,2,1.29,2.58,2025-07-28
1052,1477,13,Bedside Table African Cherry,2,299.99,599.98,2026-05-02
1053,4815,14,Knoll Saarinen Executive Conference Chair,3,499.99,1499.97,2025-09-19
1054,4782,4,Red Lipstick,4,12.99,51.96,2025-10-04
1055,4648,23,Eggs,5,2.99,14.950000000000001,2025-06-13
1056,2883,25,Green Bell Pepper,3,1.29,3.87,2025-10-07
1057,1932,6,Calvin Klein CK One,2,49.99,99.98,2026-01-22
1058,2679,25,Green Bell Pepper,3,1.29,3.87,2025-07-26
1059,1677,13,Bedside Table African Cherry,4,299.99,1199.96,2026-03-17
1060,3281,29,Juice,3,3.99,11.97,2025-09-16
1061,4417,15,Wooden Bathroom Sink With Mirror,3,799.99,2399.9700000000003,2025-08-27
1062,1928,4,Red Lipstick,4,12.99,51.96,2026-01-16
1063,3932,1,Essence Mascara Lash Princess,2,9.99,19.98,2026-02-23
1064,2562,26,Green Chili Pepper,4,0.99,3.96,2025-10-09
1065,3674,26,Green Chili Pepper,4,0.99,3.96,2026-04-06
1066,2843,3,Powder Canister,2,14.99,29.98,2025-07-17
1067,4494,30,Kiwi,3,2.49,7.470000000000001,2025-11-04
1068,1852,18,Cat Food,1,8.99,8.99,2026-05-04
1069,1304,8,Dior J'adore,3,89.99,269.96999999999997,2025-07-29
1070,1443,11,Annibale Colombo Bed,5,1899.99,9499.95,2026-03-19
1071,2249,11,Annibale Colombo Bed,4,1899.99,7599.96,2025-07-23
1072,1340,26,Green Chili Pepper,2,0.99,1.98,2026-01-27
1073,2708,20,Cooking Oil,4,4.99,19.96,2025-10-14
1074,1793,6,Calvin Klein CK One,5,49.99,249.95000000000002,2026-03-03
1075,1382,10,Gucci Bloom Eau de,1,79.99,79.99,2026-04-22
1076,1384,4,Red Lipstick,1,12.99,12.99,2026-04-14
1077,4334,24,Fish Steak,1,14.99,14.99,2025-11-06
1078,1166,10,Gucci Bloom Eau de,1,79.99,79.99,2025-11-13
1079,2659,15,Wooden Bathroom Sink With Mirror,2,799.99,1599.98,2026-01-07
1080,1611,18,Cat Food,3,8.99,26.97,2025-06-29
1081,4139,15,Wooden Bathroom Sink With Mirror,1,799.99,799.99,2026-03-12
1082,4733,8,Dior J'adore,5,89.99,449.95,2025-08-31
1083,3975,15,Wooden Bathroom Sink With Mirror,1,799.99,799.99,2025-10-08
1084,2212,2,Eyeshadow Palette with Mirror,4,19.99,79.96,2026-05-10
1085,2373,20,Cooking Oil,2,4.99,9.98,2026-05-12
1086,4954,12,Annibale Colombo Sofa,5,2499.99,12499.949999999999,2025-10-12
1087,3992,12,Annibale Colombo Sofa,5,2499.99,12499.949999999999,2026-01-08
1088,4383,22,Dog Food,1,10.99,10.99,2025-08-16
1089,4448,6,Calvin Klein CK One,5,49.99,249.95000000000002,2025-07-19
1090,4302,3,Powder Canister,5,14.99,74.95,2025-12-10
1091,3153,12,Annibale Colombo Sofa,2,2499.99,4999.98,2025-09-01
1092,2556,2,Eyeshadow Palette with Mirror,2,19.99,39.98,2025-06-22
1093,1855,8,Dior J'adore,3,89.99,269.96999999999997,2025-11-21
1094,4064,12,Annibale Colombo Sofa,4,2499.99,9999.96,2026-03-25
1095,2957,9,Dolce Shine Eau de,1,69.99,69.99,2025-11-02
1096,3701,17,Beef Steak,1,12.99,12.99,2026-02-20
1097,1006,7,Chanel Coco Noir Eau De,5,129.99,649.95,2025-12-28
1098,4776,22,Dog Food,2,10.99,21.98,2025-10-17
1099,3071,15,Wooden Bathroom Sink With Mirror,2,799.99,1599.98,2026-03-08
1100,3117,29,Juice,3,3.99,11.97,2025-06-19
1101,2705,21,Cucumber,5,1.49,7.45,2025-05-31
1102,3351,28,Ice Cream,2,5.49,10.98,2025-09-10
1103,1577,17,Beef Steak,1,12.99,12.99,2025-11-20
1104,3966,3,Powder Canister,3,14.99,44.97,2025-07-22
1105,3655,16,Apple,4,1.99,7.96,2025-12-18
1106,4972,15,Wooden Bathroom Sink With Mirror,5,799.99,3999.95,2026-04-22
1107,3065,12,Annibale Colombo Sofa,2,2499.99,4999.98,2025-10-14
1108,3702,23,Eggs,2,2.99,5.98,2026-04-03
1109,4287,28,Ice Cream,1,5.49,5.49,2025-12-22
1110,3256,21,Cucumber,2,1.49,2.98,2026-03-07
1111,2066,27,Honey Jar,1,6.99,6.99,2025-07-22
1112,1794,22,Dog Food,4,10.99,43.96,2026-03-03
1113,1978,6,Calvin Klein CK One,3,49.99,149.97,2026-04-29
1114,1678,10,Gucci Bloom Eau de,5,79.99,399.95,2025-12-27
1115,3285,24,Fish Steak,2,14.99,29.98,2026-05-07
1116,3834,21,Cucumber,3,1.49,4.47,2026-01-11
1117,2033,4,Red Lipstick,2,12.99,25.98,2025-06-03
1118,2597,3,Powder Canister,4,14.99,59.96,2025-11-13
1119,1633,21,Cucumber,3,1.49,4.47,2025-09-19
1120,3352,13,Bedside Table African Cherry,3,299.99,899.97,2025-09-10
1121,1375,26,Green Chili Pepper,2,0.99,1.98,2025-07-02
1122,1474,15,Wooden Bathroom Sink With Mirror,3,799.99,2399.9700000000003,2025-12-02
1123,1884,8,Dior J'adore,4,89.99,359.96,2026-04-07
1124,2701,16,Apple,4,1.99,7.96,2026-01-02
1125,3009,21,Cucumber,4,1.49,5.96,2026-03-22
1126,2465,23,Eggs,4,2.99,11.96,2026-02-18
1127,2612,6,Calvin Klein CK One,4,49.99,199.96,2025-05-27
1128,1149,20,Cooking Oil,4,4.99,19.96,2026-04-14
1129,4748,21,Cucumber,4,1.49,5.96,2025-10-18
1130,2513,10,Gucci Bloom Eau de,3,79.99,239.96999999999997,2025-06-08
1131,4602,4,Red Lipstick,3,12.99,38.97,2025-12-29
1132,2009,28,Ice Cream,5,5.49,27.450000000000003,2025-07-25
1133,4484,9,Dolce Shine Eau de,1,69.99,69.99,2025-12-15
1134,1438,11,Annibale Colombo Bed,3,1899.99,5699.97,2025-09-22
1135,3490,15,Wooden Bathroom Sink With Mirror,4,799.99,3199.96,2025-10-17
1136,3000,15,Wooden Bathroom Sink With Mirror,3,799.99,2399.9700000000003,2025-12-30
1137,1010,17,Beef Steak,2,12.99,25.98,2025-06-22
1138,3515,21,Cucumber,1,1.49,1.49,2025-06-02
1139,4197,1,Essence Mascara Lash Princess,4,9.99,39.96,2025-09-01
1140,1486,1,Essence Mascara Lash Princess,1,9.99,9.99,2025-06-12
1141,3873,4,Red Lipstick,2,12.99,25.98,2025-06-03
1142,5000,4,Red Lipstick,4,12.99,51.96,2025-09-10
1143,1020,15,Wooden Bathroom Sink With Mirror,2,799.99,1599.98,2025-06-24
1144,1199,5,Red Nail Polish,1,8.99,8.99,2026-04-19
1145,1080,26,Green Chili Pepper,2,0.99,1.98,2025-08-24
1146,2598,2,Eyeshadow Palette with Mirror,2,19.99,39.98,2025-12-16
1147,3238,23,Eggs,3,2.99,8.97,2025-08-04
1148,1546,11,Annibale Colombo Bed,5,1899.99,9499.95,2025-09-20
1149,2637,15,Wooden Bathroom Sink With Mirror,1,799.99,799.99,2025-09-10
1150,3408,20,Cooking Oil,2,4.99,9.98,2026-03-20
1151,1422,3,Powder Canister,2,14.99,29.98,2026-01-15
1152,4267,16,Apple,3,1.99,5.97,2025-06-21
1153,2061,11,Annibale Colombo Bed,1,1899.99,1899.99,2026-01-11
1154,2973,18,Cat Food,5,8.99,44.95,2025-11-07
1155,2965,16,Apple,1,1.99,1.99,2026-04-13
1156,3523,11,Annibale Colombo Bed,3,1899.99,5699.97,2026-03-26
1157,1352,2,Eyeshadow Palette with Mirror,1,19.99,19.99,2025-11-03
1158,3745,26,Green Chili Pepper,1,0.99,0.99,2025-12-07
1159,1515,1,Essence Mascara Lash Princess,3,9.99,29.97,2026-04-09
1160,2151,26,Green Chili Pepper,1,0.99,0.99,2025-08-18
1161,3729,22,Dog Food,5,10.99,54.95,2025-08-02
1162,4487,24,Fish Steak,1,14.99,14.99,2025-08-17
1163,3847,11,Annibale Colombo Bed,2,1899.99,3799.98,2026-02-03
1164,2879,16,Apple,1,1.99,1.99,2026-02-08
1165,4326,6,Calvin Klein CK One,4,49.99,199.96,2025-09-11
1166,3664,17,Beef Steak,1,12.99,12.99,2026-05-03
1167,1519,12,Annibale Colombo Sofa,3,2499.99,7499.969999999999,2025-10-07
1168,2304,9,Dolce Shine Eau de,1,69.99,69.99,2025-12-29
1169,2380,7,Chanel Coco Noir Eau De,3,129.99,389.97,2025-06-16
1170,1995,21,Cucumber,4,1.49,5.96,2026-03-04
1171,1188,12,Annibale Colombo Sofa,5,2499.99,12499.949999999999,2025-09-09
1172,1839,26,Green Chili Pepper,2,0.99,1.98,2025-12-02
1173,4883,18,Cat Food,3,8.99,26.97,2026-05-08
1174,4828,16,Apple,4,1.99,7.96,2026-04-20
1175,3601,11,Annibale Colombo Bed,4,1899.99,7599.96,2025-10-24
1176,4428,5,Red Nail Polish,1,8.99,8.99,2025-11-17
1177,4570,8,Dior J'adore,4,89.99,359.96,2025-07-31
1178,4119,16,Apple,5,1.99,9.95,2025-06-26
1179,1153,21,Cucumber,4,1.49,5.96,2025-09-15
1180,2158,7,Chanel Coco Noir Eau De,5,129.99,649.95,2025-09-11
1181,2775,9,Dolce Shine Eau de,5,69.99,349.95,2025-10-16
1182,3258,22,Dog Food,5,10.99,54.95,2025-05-29
1183,2620,25,Green Bell Pepper,3,1.29,3.87,2026-04-10
1184,3065,28,Ice Cream,2,5.49,10.98,2025-10-07
1185,3338,27,Honey Jar,4,6.99,27.96,2026-01-13
1186,3834,11,Annibale Colombo Bed,4,1899.99,7599.96,2025-08-17
1187,2849,3,Powder Canister,3,14.99,44.97,2026-05-09
1188,2675,28,Ice Cream,2,5.49,10.98,2026-04-16
1189,2494,14,Knoll Saarinen Executive Conference Chair,2,499.99,999.98,2025-08-07
1190,4068,22,Dog Food,5,10.99,54.95,2026-04-16
1191,2411,25,Green Bell Pepper,5,1.29,6.45,2026-04-05
1192,3611,25,Green Bell Pepper,1,1.29,1.29,2025-10-17
1193,1248,12,Annibale Colombo Sofa,4,2499.99,9999.96,2025-11-20
1194,2249,7,Chanel Coco Noir Eau De,1,129.99,129.99,2025-11-03
1195,1563,1,Essence Mascara Lash Princess,2,9.99,19.98,2025-10-15
1196,4422,22,Dog Food,3,10.99,32.97,2026-04-05
1197,4424,5,Red Nail Polish,2,8.99,17.98,2026-03-01
1198,2303,11,Annibale Colombo Bed,2,1899.99,3799.98,2025-11-28
1199,3106,27,Honey Jar,2,6.99,13.98,2025-09-20
1200,4185,24,Fish Steak,5,14.99,74.95,2026-05-06
1201,3328,4,Red Lipstick,2,12.99,25.98,2025-07-10
1202,2469,21,Cucumber,4,1.49,5.96,2025-11-24
1203,1646,6,Calvin Klein CK One,4,49.99,199.96,2026-03-03
1204,2861,3,Powder Canister,3,14.99,44.97,2025-11-18
1205,2287,23,Eggs,3,2.99,8.97,2026-05-17
1206,3536,22,Dog Food,2,10.99,21.98,2026-02-14
1207,3530,21,Cucumber,2,1.49,2.98,2025-09-18
1208,3865,2,Eyeshadow Palette with Mirror,5,19.99,99.94999999999999,2025-11-02
1209,1079,4,Red Lipstick,5,12.99,64.95,2026-01-25
1210,1673,30,Kiwi,1,2.49,2.49,2025-11-20
1211,4540,1,Essence Mascara Lash Princess,3,9.99,29.97,2025-10-02
1212,3481,13,Bedside Table African Cherry,4,299.99,1199.96,2025-06-09
1213,4192,23,Eggs,4,2.99,11.96,2025-11-06
1214,4521,17,Beef Steak,5,12.99,64.95,2026-05-24
1215,3248,29,Juice,4,3.99,15.96,2025-11-20
1216,3585,9,Dolce Shine Eau de,4,69.99,279.96,2026-05-25
1217,1132,3,Powder Canister,2,14.99,29.98,2025-12-16
1218,3332,11,Annibale Colombo Bed,5,1899.99,9499.95,2025-12-25
1219,4266,28,Ice Cream,3,5.49,16.47,2025-08-23
1220,4299,11,Annibale Colombo Bed,4,1899.99,7599.96,2026-01-15
1221,1313,28,Ice Cream,1,5.49,5.49,2025-08-16
1222,4271,18,Cat Food,3,8.99,26.97,2025-10-11
1223,3700,24,Fish Steak,3,14.99,44.97,2026-02-18
1224,3108,15,Wooden Bathroom Sink With Mirror,4,799.99,3199.96,2025-08-21
1225,4753,8,Dior J'adore,1,89.99,89.99,2025-08-16
1226,3145,23,Eggs,3,2.99,8.97,2026-03-20
1227,4776,24,Fish Steak,1,14.99,14.99,2025-09-17
1228,1797,24,Fish Steak,4,14.99,59.96,2025-08-18
1229,1257,8,Dior J'adore,4,89.99,359.96,2026-04-15
1230,1638,6,Calvin Klein CK One,4,49.99,199.96,2025-07-23
1231,4139,3,Powder Canister,2,14.99,29.98,2025-06-18
1232,1555,5,Red Nail Polish,1,8.99,8.99,2025-09-09
1233,1427,26,Green Chili Pepper,5,0.99,4.95,2025-07-04
1234,1048,29,Juice,2,3.99,7.98,2026-03-02
1235,1574,28,Ice Cream,2,5.49,10.98,2025-08-10
1236,4133,11,Annibale Colombo Bed,2,1899.99,3799.98,2025-12-10
1237,3241,30,Kiwi,1,2.49,2.49,2026-03-14
1238,3028,17,Beef Steak,5,12.99,64.95,2026-01-12
1239,3542,24,Fish Steak,4,14.99,59.96,2026-04-22
1240,3014,10,Gucci Bloom Eau de,1,79.99,79.99,2025-08-31
1241,4045,3,Powder Canister,1,14.99,14.99,2026-01-22
1242,1646,13,Bedside Table African Cherry,1,299.99,299.99,2025-11-29
1243,4681,4,Red Lipstick,3,12.99,38.97,2025-11-28
1244,2023,11,Annibale Colombo Bed,1,1899.99,1899.99,2025-09-30
1245,2396,20,Cooking Oil,2,4.99,9.98,2026-02-13
1246,4997,30,Kiwi,4,2.49,9.96,2025-12-13
1247,1129,24,Fish Steak,3,14.99,44.97,2025-09-04
1248,2262,17,Beef Steak,2,12.99,25.98,2025-10-07
1249,2918,19,Chicken Meat,5,9.99,49.95,2026-01-31
1250,3522,22,Dog Food,4,10.99,43.96,2025-09-28
1251,4338,9,Dolce Shine Eau de,4,69.99,279.96,2026-01-09
1252,2256,7,Chanel Coco Noir Eau De,1,129.99,129.99,2026-01-23
1253,3333,24,Fish Steak,4,14.99,59.96,2025-11-12
1254,2871,9,Dolce Shine Eau de,2,69.99,139.98,2025-11-09
1255,4772,29,Juice,1,3.99,3.99,2025-12-07
1256,2821,6,Calvin Klein CK One,3,49.99,149.97,2026-04-24
1257,4809,8,Dior J'adore,3,89.99,269.96999999999997,2026-04-11
1258,3205,26,Green Chili Pepper,2,0.99,1.98,2025-05-26
1259,2152,21,Cucumber,1,1.49,1.49,2025-12-28
1260,2163,16,Apple,3,1.99,5.97,2025-07-25
1261,2138,3,Powder Canister,2,14.99,29.98,2025-10-21
1262,1117,16,Apple,4,1.99,7.96,2025-10-01
1263,4996,2,Eyeshadow Palette with Mirror,2,19.99,39.98,2026-02-10
1264,4974,8,Dior J'adore,3,89.99,269.96999999999997,2025-09-15
1265,4473,22,Dog Food,5,10.99,54.95,2025-08-16
1266,1885,27,Honey Jar,2,6.99,13.98,2026-01-17
1267,4234,7,Chanel Coco Noir Eau De,1,129.99,129.99,2025-11-26
1268,3776,1,Essence Mascara Lash Princess,3,9.99,29.97,2025-09-20
1269,1384,8,Dior J'adore,5,89.99,449.95,2026-04-02
1270,1337,30,Kiwi,4,2.49,9.96,2025-09-09
1271,1409,13,Bedside Table African Cherry,4,299.99,1199.96,2026-04-19
1272,3258,19,Chicken Meat,3,9.99,29.97,2025-07-29
1273,3648,2,Eyeshadow Palette with Mirror,5,19.99,99.94999999999999,2025-12-26
1274,2792,29,Juice,4,3.99,15.96,2026-04-13
1275,2576,19,Chicken Meat,5,9.99,49.95,2025-10-25
1276,2223,18,Cat Food,4,8.99,35.96,2025-06-07
1277,4569,8,Dior J'adore,5,89.99,449.95,2026-03-18
1278,3679,1,Essence Mascara Lash Princess,5,9.99,49.95,2026-01-29
1279,3018,26,Green Chili Pepper,1,0.99,0.99,2026-01-24
1280,2599,19,Chicken Meat,4,9.99,39.96,2026-03-04
